alpha,public,urban,healthcentre,primary,secondary,tertiary,logVisits,logVisitsPP_TB,log_ID_p_bldgspace,sigma,sigma_c,Ethiopia,Georgia,India,Kenya,Philippines,sigma_f,op_adherencesupportvisit,op_coughtriage,op_diagnosticvisit,op_follow-upvisit,op_monitoringvisit,op_screeningvisit,op_screeningvisit_mch,op_treatmentvisit,op_treatmentvisit_dot,op_treatmentvisit_ltbi,op_treatmentvisit_mdr,op_vaccinations,op_visitforcollectingmedicine,op_visitforinjection
2.33861,-0.473678,0.182475,-0.120259,0.115464,0.331091,-0.198421,-0.160453,-0.316893,0.146695,0.333665,0.0640601,-0.0353739,-0.0332152,-0.0936934,0.115239,0.0477942,0.419356,-0.119958,-0.202361,0.18352,-0.0330248,0.167183,0.118988,0.00958816,-0.047539,-0.0644805,0.0754784,0.0735291,-0.0930539,-0.160885,-0.100416
2.28457,-0.416525,-0.043637,0.0869995,0.113597,0.355854,0.102513,-0.112355,-0.274346,0.124172,0.335793,0.150472,0.0452008,0.302144,-0.211845,0.133948,0.134608,0.369249,-0.282864,-0.249169,0.0959515,0.0552614,0.0565222,-0.0157664,-0.0363621,0.019448,-0.128137,0.101947,-0.151081,-0.167529,-0.113447,-0.196767
2.14547,-0.383295,0.0917389,0.0354067,0.019282,0.484831,0.0947645,-0.129698,-0.365835,0.118224,0.337996,0.194628,0.018834,0.271849,-0.234949,0.203879,0.0964829,0.408747,-0.289435,-0.226831,0.172975,0.0307627,0.086452,0.050996,0.164481,-0.0303514,-0.00299291,0.0596897,0.242243,-0.076956,-0.261624,-0.102876
2.19745,-0.447545,0.0364832,0.0365597,0.26628,0.609821,0.34205,-0.142528,-0.322689,0.137441,0.351355,0.145876,-0.0409229,0.115068,-0.462047,0.0101558,-0.161525,0.407433,-0.258039,-0.323445,0.246334,-0.0190065,0.133588,0.0222476,0.164992,-0.0382477,-0.0453426,0.180261,0.29211,-0.0279783,-0.0920515,-0.0892568
2.11274,-0.351186,0.147125,0.287019,0.214672,0.364414,0.320064,-0.15525,-0.190707,0.15663,0.352684,0.211049,0.00632746,-0.0175393,-0.323893,0.0654704,-0.368996,0.430682,-0.00775998,-0.069624,0.179555,-0.0759111,0.153093,0.0242684,0.166188,0.0602658,-0.0678781,0.0228284,0.128403,-0.0961452,-0.137421,-0.0651785
1.97788,-0.353815,0.0178562,0.286797,0.350723,0.606316,0.24145,-0.117857,-0.341321,0.197286,0.341614,0.290154,-0.0678631,0.446248,-0.43561,0.0256162,0.0381547,0.378135,-0.178242,-0.117675,0.254511,-0.101937,0.127305,0.0610496,0.113351,0.00931476,-0.0247843,0.0985453,0.160866,-0.0897418,-0.235796,-0.20983
1.70981,-0.195788,0.46206,0.0522803,0.242062,0.226202,-0.100583,-0.12754,-0.335011,0.113483,0.343299,0.0513273,-0.0797385,0.103417,-0.0616315,0.0110744,0.0486227,0.426486,0.0356934,-0.0531006,0.273644,-0.0282314,0.247084,0.21313,0.107131,0.0472886,0.0686941,0.28596,0.0448937,0.0604198,-0.348157,0.179612
2.15255,-0.298402,0.150947,0.0247781,0.270501,0.347629,-0.00243604,-0.0895686,-0.291584,0.114488,0.361471,0.125774,0.0315562,0.146464,-0.17808,0.0192153,0.0344797,0.404563,-0.0773149,-0.278983,0.157261,-0.109029,0.0537764,-0.0769441,0.175834,-0.126842,-0.0558017,-0.0338709,0.189284,-0.165281,-0.241861,-0.239597
2.38438,-0.468042,0.152186,-0.200156,-0.101641,-0.130195,-0.249634,-0.112301,-0.404442,0.179506,0.377639,0.123599,0.164177,0.11059,-0.0112282,0.0968091,0.189138,0.446984,0.141748,-0.171488,0.168157,0.0976301,0.252095,-0.0144578,0.0207257,-0.0983758,0.0329723,0.0253136,0.377143,-0.10806,-0.264155,-0.0227042
2.24421,-0.291447,0.12501,0.0136475,0.0223267,0.0476612,-0.00285274,-0.12366,-0.31224,0.114812,0.366475,0.14862,0.0833581,0.221578,-0.373826,0.164082,0.0321306,0.409034,-0.0556521,-0.233615,0.121619,0.00970546,0.0253492,0.00373217,-0.01562,-0.00447789,-0.0976909,0.0318447,-0.0766389,-0.07231,-0.363261,-0.153599
2.45176,-0.423027,-0.114377,-0.0836442,0.108898,0.349231,0.11456,-0.151413,-0.336983,0.179907,0.352971,0.16757,0.004999,-0.0502361,-0.210431,0.0929617,-0.1041,0.430369,0.0617023,-0.2325,0.217696,-0.144909,0.183332,-0.00581066,-0.115196,-0.0715353,-0.0687705,-0.0237728,0.135402,-0.13425,-0.0391847,-0.188273
1.9002,-0.425264,0.102889,0.218244,0.360058,0.488507,-0.035934,-0.115013,-0.269197,0.17617,0.360575,0.179248,0.068392,0.339888,-0.223904,0.252135,0.19228,0.382445,0.0793246,-0.25037,0.1691,-0.103414,0.10955,-0.0193945,-0.0263117,-0.0231907,0.0175668,0.00793184,0.019101,-0.150107,-0.237684,-0.168558
2.33354,-0.260256,0.0966337,-0.157899,0.208414,0.365228,-0.262883,-0.09554,-0.275592,0.150881,0.343839,0.139802,-0.0247304,0.122489,-0.410749,-0.0870825,-0.243651,0.366455,-0.00707871,-0.155707,0.226773,0.0547157,0.173826,0.0719625,-0.0920028,-0.0420556,-0.0356783,0.0301761,-0.00745376,-0.0656955,-0.0971027,-0.1317
2.41363,-0.634195,-0.0477161,0.107184,0.171031,0.384083,0.0254811,-0.0917875,-0.346706,0.119509,0.348051,0.19977,-0.0663438,0.0293654,-0.345312,-0.00176689,-0.0114163,0.449671,0.160039,-0.103033,0.266773,-0.246458,0.300895,0.123354,-0.113904,0.0790148,-0.0392159,0.12859,0.192634,-0.0131452,-0.316069,0.0881479
2.16819,-0.425673,0.0636662,0.0931412,0.253641,0.279155,-0.245858,-0.096515,-0.330643,0.145922,0.360546,0.214381,-0.0449564,0.0886544,-0.330987,0.0195233,0.26402,0.391038,0.0429741,-0.268256,0.216312,0.25223,0.0956405,0.133733,0.240146,0.00705458,0.0113461,0.0890766,0.147137,-0.154439,-0.14081,-0.0421121
2.28879,-0.284074,0.140816,0.0127848,0.412525,0.165876,-0.164149,-0.113159,-0.370622,0.0924349,0.357696,0.289196,0.057507,-0.120169,-0.510657,-0.123226,0.108882,0.432342,0.0103169,-0.109709,0.171284,0.0246731,0.0728116,0.0498981,-0.138911,0.0239864,-0.145501,0.0866453,0.145839,-0.0905865,0.0532149,-0.104011
2.37943,-0.474746,0.202891,-0.0786476,-0.23141,0.180007,-0.421433,-0.109381,-0.289412,0.12034,0.362,0.145078,0.079787,0.167277,-0.145593,-0.0216871,-0.0694481,0.417003,-0.0770915,-0.144977,0.293855,-0.0578134,0.177357,0.0270077,-0.00320787,0.0509545,-0.0794812,0.00897787,0.194685,-0.0394517,-0.0809455,0.127694
2.4931,-0.437648,0.148947,-0.393965,-0.162619,-0.16479,-0.289442,-0.113604,-0.338268,0.0789121,0.34543,0.0303734,0.00894946,0.0393833,-0.00854603,0.00238624,-0.010455,0.476219,-0.120251,-0.10367,0.167797,0.0557857,0.0897425,0.0714523,-0.196526,0.0277838,-0.0228459,0.0798749,0.234869,-0.116699,0.077009,0.111209
2.17464,-0.423223,-0.0878853,0.171261,0.212452,0.649451,0.322112,-0.170291,-0.422199,0.143901,0.379036,0.0614333,-0.0445727,0.0260673,-0.139752,0.0326602,0.0240044,0.501322,0.0619514,-0.0648388,0.251902,0.0069237,0.259287,0.0682499,0.0273574,0.0274249,0.0235652,0.160815,0.160687,-0.0737681,-0.182002,-0.403598
2.10413,-0.305209,0.208682,0.0912316,0.189308,0.413291,-0.150902,-0.102043,-0.292846,0.089681,0.359511,0.0676858,1.32454e-05,0.115645,-0.121338,0.00363116,0.0462936,0.387257,-0.0168725,-0.224633,0.166771,0.0944747,0.0586239,-0.0282852,0.183235,-0.0429667,-0.0339629,0.0971884,-0.00955064,-0.073435,-0.0421509,-0.121942
1.97332,-0.401165,0.216087,0.196261,0.398678,0.361445,0.250376,-0.162886,-0.245885,0.141762,0.344198,0.143673,0.0795772,0.0559601,-0.112883,0.0693076,0.0756009,0.467779,0.263257,-0.199916,0.132056,0.152042,0.157718,-0.0218146,-0.0515811,0.0116815,-0.00939286,0.0680381,0.107864,-0.171572,-0.232448,-0.280514
1.76321,-0.308663,0.196954,-0.0349946,0.0571698,0.348413,0.113887,-0.214125,-0.356647,0.142406,0.36237,0.15121,0.19718,0.25194,-0.0148743,0.251621,0.222866,0.414824,0.0405574,-0.0955464,0.25827,0.283072,0.217087,0.150351,0.226969,0.0382183,0.045517,0.180651,0.195974,-0.00838474,-0.161405,0.0107402
1.97989,-0.375667,0.198719,0.288026,0.341738,0.360811,0.378763,-0.160475,-0.197088,0.141275,0.347708,0.136661,0.133468,0.159081,-0.442891,0.0405931,-0.200653,0.425143,-0.119724,-0.204859,0.249827,-0.0983811,0.0890883,0.076025,0.0207288,0.014555,0.0589694,0.158293,0.20524,-0.00384712,-0.155754,-0.161483
1.96647,-0.307778,0.128644,0.223198,0.472381,0.40142,0.25758,-0.157666,-0.374596,0.162701,0.35192,0.00689499,-0.00051111,-0.00528626,0.00146725,0.0123906,0.00277095,0.459071,-0.00216645,-0.130737,0.218754,0.144105,0.218595,0.0833558,-0.199644,-0.0903965,0.0300445,0.133091,0.0855969,-0.0671033,-0.0628706,-0.0283758
1.65053,-0.224047,0.531669,0.200747,0.386245,0.311996,0.138292,-0.206423,-0.292794,0.129005,0.356785,0.0997426,0.0511396,0.0562909,-0.00476616,-0.0118365,0.0706134,0.514321,-0.37259,-0.175476,0.18555,-0.328414,0.0101279,0.049834,-0.018984,0.0101797,-0.0475963,0.127416,0.0979004,-0.13445,-0.0498308,-0.182553
2.14154,-0.35282,0.126365,0.219956,0.293017,0.57164,0.555319,-0.167786,-0.253436,0.0872904,0.362362,0.256092,-0.322633,0.109408,-0.366331,-0.0509093,-0.114637,0.398701,-0.277668,-0.260504,0.0537519,0.0289648,0.0631915,-0.0902299,0.105956,-0.233285,-0.0347414,0.0157459,0.169162,-0.230218,-0.252256,-0.112323
1.96429,-0.356289,0.118213,-0.041804,0.206876,0.21345,-0.389763,-0.14078,-0.293582,0.09567,0.361707,0.171563,0.278779,0.303903,-0.0993248,0.237658,0.152668,0.400195,0.00585238,-0.0615212,0.284203,0.04082,0.211585,0.16683,0.0376959,0.136827,0.0810822,0.177172,-0.150365,0.0355252,0.017527,-0.0608543
1.91193,-0.300816,0.240147,0.0293222,0.182191,0.231701,-0.251701,-0.0901648,-0.307537,0.125845,0.36373,0.0666619,-0.0349405,-0.0299461,-0.213622,0.0600458,-0.0195394,0.381642,0.1335,-0.10024,0.406673,0.255076,0.279468,0.176489,0.388921,0.116243,0.138092,0.322018,0.204374,0.0863429,-0.328932,0.119947
1.81985,-0.196119,0.0189759,0.312009,0.567921,0.631898,0.238894,-0.175537,-0.219608,0.198565,0.340848,0.277256,0.16136,0.418054,-0.267432,-0.0238475,0.0172945,0.394505,0.0922796,-0.151115,0.142939,-0.108304,0.201653,0.0972073,0.105825,0.0313607,0.0149448,0.187001,0.195411,-0.026495,-0.161659,-0.119593
1.93066,-0.309662,0.160935,0.0462479,0.480925,0.573012,0.0136941,-0.182133,-0.301042,0.213859,0.34224,0.175271,0.077114,0.149043,-0.138099,0.19384,-0.030061,0.465081,-0.0308701,-0.165235,0.217403,-0.0442509,0.186266,0.0317219,0.00607696,0.0509906,-0.0186471,0.101387,0.142362,-0.111073,-0.32515,0.0220151
2.17402,-0.361537,0.223931,-0.0101623,0.0461157,0.275308,-0.151879,-0.158632,-0.361665,0.089741,0.357139,0.0781148,0.0543824,-0.0308508,-0.222996,-0.147688,0.0138222,0.381951,-0.0450775,-0.239006,0.238554,0.0339152,0.207618,0.129099,0.272784,0.099868,-0.00712485,0.118588,0.398122,-0.0506605,-0.363109,-0.26052
2.10424,-0.350509,0.047845,0.310482,0.324802,0.57125,-0.027717,-0.151008,-0.198617,0.171576,0.357233,0.148567,0.159629,0.195139,-0.410423,-0.0309441,0.0950258,0.421163,-0.100792,-0.162911,0.139126,-0.0721782,0.102826,0.0156621,0.0852457,-0.0139179,0.0226743,0.0972176,0.11518,-0.0746551,-0.213716,-0.00786011
2.53865,-0.354306,0.0613551,0.0974076,0.199145,0.321728,0.0849824,-0.15605,-0.297872,0.17673,0.364078,0.293922,-0.155902,-0.0519129,-0.598097,-0.066997,-0.187293,0.411194,0.19695,-0.362263,0.060932,-0.102447,0.0832957,-0.0728782,0.0991589,-0.120635,-0.17541,-0.0114076,0.037474,-0.29512,-0.197723,-0.111641
2.26431,-0.206705,0.0574677,0.0390405,0.135225,0.324485,-0.0021204,-0.0734743,-0.42086,0.149731,0.36392,0.349663,-0.147369,0.0466542,-0.487818,0.0718048,0.0609633,0.446321,-0.0497733,-0.237484,0.141705,-0.0209717,0.147966,0.0122922,0.017872,0.0318511,-0.042246,0.0783889,0.15692,-0.130244,-0.247147,-0.200823
2.4779,-0.595238,0.268578,-0.28868,-0.219878,0.0215386,-0.36449,-0.116384,-0.292295,0.0569888,0.349432,0.0145158,-0.0153896,0.00139151,0.0100334,0.0044268,0.00733201,0.416554,-0.0884156,-0.267407,0.18899,0.0887654,0.146438,0.00875052,0.0463818,-0.0114758,-0.0313517,0.0112031,0.275427,-0.0622238,-0.312451,-0.132007
2.2846,-0.382583,0.0328092,-0.116856,0.0387679,0.284849,0.130173,-0.13141,-0.325472,0.11069,0.353799,0.191022,0.0700187,0.155152,-0.34693,-0.114796,0.123698,0.373814,-0.108846,-0.235831,0.194577,0.246921,0.150292,0.0588786,0.0399583,-0.12847,-0.100205,0.0468777,0.156686,-0.0464478,-0.227699,-0.0129821
2.01426,-0.183893,0.156114,0.14065,0.277362,0.412261,-0.117857,-0.0946465,-0.349291,0.127928,0.354566,0.0415867,-0.0426896,0.102409,-0.103428,0.0430214,0.0717178,0.428576,0.201351,-0.159451,0.264758,0.0933022,0.195596,0.0506926,0.0140924,0.0703319,0.0727478,0.134381,0.386291,-0.0780342,-0.446858,-0.0901439
2.19281,-0.499007,-0.00387826,0.159379,0.308885,0.514679,0.266712,-0.210278,-0.17708,0.172058,0.34791,0.220738,0.141927,0.134889,-0.34372,0.136523,-0.0298809,0.388274,-0.0755578,-0.269201,0.221554,0.0936492,0.148644,0.0474781,-0.0268723,0.00240575,-0.0864107,0.0784627,0.0156516,-0.108706,-0.0901409,-0.0558296
2.06656,-0.426655,-0.0470809,0.360463,0.363297,0.743967,0.214459,-0.132403,-0.357539,0.220899,0.349596,0.19797,-0.103101,0.173132,-0.420411,0.185363,0.282717,0.433057,-0.148024,-0.137973,0.214493,0.198711,0.0463293,0.0531779,0.0709785,0.0431731,-0.00362065,0.112571,0.110518,-0.108637,-0.0946451,-0.00100619
2.09553,-0.306489,0.214441,0.044521,0.0887273,0.251772,0.0163501,-0.165012,-0.338413,0.103083,0.33093,0.141859,-0.129423,-0.00838382,-0.082581,0.227851,-0.0802611,0.411219,-0.102267,-0.194834,0.25398,-0.1914,0.271021,0.108524,0.170073,0.00834673,0.0217274,0.0997788,-0.04463,-0.0289243,-0.185555,-0.171597
2.16266,-0.43477,0.18805,0.201256,0.327049,0.465897,0.13138,-0.165946,-0.238886,0.124299,0.359911,0.0681431,0.0426964,0.13474,-0.127929,-0.0500798,-0.0345021,0.439899,-0.0311475,-0.298109,0.160312,0.171207,0.0812517,-0.0211422,0.00454577,-0.112326,-0.0230711,0.0176033,0.103186,-0.172256,-0.060729,-0.193967
2.27506,-0.226653,0.187838,-0.192205,-0.0643513,-0.0628454,-0.40318,-0.0412606,-0.421992,0.147217,0.370574,0.201604,-0.0355522,0.182794,-0.460447,0.121704,0.279775,0.446925,0.0776808,-0.277784,0.208208,-0.186701,0.172516,0.114327,0.100418,-0.202836,0.0485143,0.0636578,0.120189,-0.0972047,-0.227413,-0.199044
2.1566,-0.394001,0.155698,-0.0273602,-0.0643745,0.0380589,-0.361868,-0.0594515,-0.320277,0.118141,0.348082,0.308285,0.0933342,0.46335,-0.303642,0.174302,0.462688,0.428521,-0.168062,-0.295474,0.252338,-0.233174,0.117001,0.0489681,0.348538,-0.0940378,-0.01288,0.124963,0.204876,-0.11167,-0.188945,-0.018502
2.15824,-0.408986,-0.0180045,0.0612642,0.137074,0.367096,0.116457,-0.152408,-0.270878,0.151123,0.325092,0.171103,0.132474,0.376585,-0.150726,0.012271,0.285596,0.451778,-0.0456757,-0.264247,0.146564,0.0229839,0.0733901,0.00150437,0.0641788,-0.0419944,-0.0894747,0.0392587,0.102228,-0.170637,-0.103553,-0.0619666
1.61055,-0.199688,0.280588,0.300437,0.514736,0.581487,0.386556,-0.229,-0.237224,0.174484,0.353815,0.154538,0.159831,0.24199,-0.275933,0.0807121,0.17059,0.416267,0.0515377,-0.290132,0.132443,-0.203981,0.0606956,-0.01913,-0.0958607,-0.0363486,-0.14555,-0.0111107,-0.0334946,-0.104298,-0.119103,-0.211661
1.76449,-0.172504,0.269797,0.262848,0.385729,0.693053,0.288356,-0.201938,-0.226179,0.148747,0.365107,0.11418,-0.186355,0.0739758,-0.216919,0.022872,-0.13202,0.390101,0.0366836,-0.23596,0.189909,-0.173608,0.096109,0.048566,0.140494,-0.0240719,-0.0310211,0.110407,0.164995,-0.167288,-0.3292,-0.245021
2.13567,-0.329009,0.143687,0.0579803,0.0983623,0.0971604,0.0416992,-0.152853,-0.161298,0.161152,0.33313,0.227987,0.0767409,0.330442,-0.215287,0.178572,-0.1002,0.425003,-0.134766,-0.262508,0.204722,-0.0119634,-0.00824631,0.0163633,0.127828,-0.0334579,0.0285244,0.0593338,-0.0317605,-0.0501003,-0.153579,-0.0385132
1.92523,-0.382068,0.168972,0.365344,0.352396,0.690365,0.225145,-0.155053,-0.242551,0.099183,0.359955,0.158494,-0.0673376,0.23765,-0.36145,-0.0681638,-0.0605943,0.415824,0.123708,-0.130076,0.153941,0.047591,0.167802,0.0109719,0.00676594,0.00571511,-0.0627593,0.0488881,0.0527699,-0.0972941,-0.0150314,-0.140928
1.85527,-0.181197,0.195699,0.119294,0.32212,0.624302,0.136715,-0.192661,-0.229235,0.0792937,0.375427,0.0510939,0.0589714,0.00340064,-0.0590501,-0.0195287,0.0710841,0.401939,-0.100531,-0.234292,0.112835,-0.202924,0.0102411,-0.00586975,0.0774423,0.0199027,-0.0329307,0.0935271,0.0476584,-0.0283319,-0.158315,-0.169117
2.12011,-0.481786,0.122132,0.126602,0.0786625,0.267724,-0.145904,-0.132729,-0.313413,0.186575,0.362135,0.183601,-0.0306404,0.338908,-0.147347,0.240823,0.2543,0.385921,0.0841704,-0.290013,0.158663,-0.302456,0.173156,0.0373042,-0.161355,0.0179782,0.000183612,0.154832,0.153783,-0.153529,-0.443297,-0.133522
2.00156,-0.283243,0.233522,0.0526495,0.328459,0.379874,-0.12917,-0.169742,-0.382006,0.206126,0.334677,0.168826,-0.0201338,0.0524993,-0.275607,0.110643,0.0334711,0.329659,0.113176,-0.159037,0.220113,-0.00726086,0.118487,0.0226697,-0.044536,-0.0414881,0.0548108,0.114111,0.072134,-0.0223275,-0.276302,0.0260945
2.1585,-0.332341,0.0754022,0.00770961,0.468294,0.40878,-0.296745,-0.108317,-0.246778,0.199005,0.354767,0.162455,0.0440853,0.114745,-0.318714,0.0307272,-0.0979569,0.404133,0.163216,-0.218273,0.187596,0.0631723,0.0187737,0.00231807,-0.0673249,-0.0177855,-0.0304668,-0.0212568,0.0023384,-0.134939,-0.193784,-0.127007
2.07726,-0.351971,0.0702348,0.0606149,0.109053,0.273646,0.0458071,-0.167599,-0.180597,0.187513,0.347696,0.225749,0.149607,0.450584,-0.209877,0.201756,-0.0647871,0.405466,-0.0817084,-0.206942,0.149304,0.0496688,0.144882,0.0213645,0.134977,0.0646793,-0.0196427,0.133845,0.0823289,-0.129958,-0.30389,-0.193931
1.7293,-0.361569,0.20911,0.252451,0.347646,0.567082,0.109483,-0.173966,-0.278421,0.14307,0.346963,0.115275,0.0453093,0.100982,-0.0751259,0.0492581,0.00767043,0.420212,0.0124688,-0.158135,0.263941,0.091224,0.337665,0.089727,0.182486,0.0807858,0.0923889,0.181215,0.154354,0.0243801,-0.205101,-0.117403
1.74418,-0.321331,0.289786,0.0727467,0.444176,0.235511,0.209429,-0.116009,-0.22996,0.132534,0.339373,0.376797,0.18001,0.285969,-0.244524,-0.0813376,0.179963,0.48092,-0.0499711,-0.057362,0.239397,-0.0428413,0.101911,0.109701,0.089379,0.0831155,0.00201194,0.165917,0.204163,-0.0115526,-0.0223468,-0.0820795
1.81396,-0.180226,0.122406,0.0603296,0.123699,0.462615,-0.00119725,-0.179376,-0.291644,0.185975,0.342869,0.167729,0.166619,0.44137,-0.0596435,0.149497,0.21613,0.436651,-0.0240728,-0.05376,0.190533,0.0585542,0.156264,0.117934,-0.0168789,0.00126545,0.0504567,0.119714,0.127011,-0.0162247,-0.176133,-0.175277
1.83173,-0.324856,0.22583,0.179287,0.241212,0.581636,0.163405,-0.133888,-0.337113,0.149155,0.334364,0.108977,-0.0354641,0.0831998,-0.13778,0.0301622,0.143505,0.419369,-0.149729,-0.154225,0.234962,0.0472753,0.199704,0.147009,0.297159,0.0520807,0.0828631,0.125791,0.107681,-0.019022,-0.10557,0.0549903
1.92009,-0.308823,0.151656,0.150478,0.324437,0.458353,0.421536,-0.192111,-0.263929,0.117486,0.35262,0.121427,0.000503903,0.0809691,-0.116258,-0.0214605,-0.0526588,0.366855,0.0600312,-0.138144,0.226622,0.199582,0.0968421,0.0641154,0.0515787,0.000757718,0.0726132,0.00679314,-0.0921605,-0.0426262,-0.148793,-0.0125374
2.12147,-0.499026,0.0950622,0.153532,0.264757,0.362961,0.186025,-0.19706,-0.186721,0.188026,0.348537,0.25178,0.0626768,0.330234,-0.453025,0.223636,-0.0684302,0.384626,-0.0843663,-0.190764,0.225938,-0.0765175,0.139558,0.0801987,-0.0319224,-0.0392199,-0.0402941,0.076151,0.0517956,-0.112469,-0.18188,-0.0485491
2.12342,-0.433222,0.0909958,0.16467,0.155879,0.566034,0.0844173,-0.159909,-0.267098,0.149042,0.359821,0.166018,0.119969,0.236235,-0.270711,0.0270262,-0.0961837,0.419752,-0.311976,-0.178326,0.28719,-0.0145755,0.174358,0.0892732,-0.100466,0.0449167,0.0996803,0.212276,0.176271,-0.0829125,-0.328101,-0.349692
2.01197,-0.236327,0.125007,0.0722682,0.14742,0.303751,-0.266401,-0.131016,-0.289218,0.214462,0.357433,0.238743,0.00467839,0.559838,-0.358688,0.130503,0.123022,0.393273,-0.15788,-0.263339,0.180295,-0.0383858,0.130324,-0.0130819,-0.152714,-0.0829177,-0.0550474,0.0506282,0.0645473,-0.136716,0.00652871,-0.243218
1.96143,-0.324801,-0.0189598,0.199326,0.36479,0.442113,0.253895,-0.151864,-0.344243,0.229385,0.362732,0.226241,0.0521202,0.447222,-0.110751,0.0796586,0.17183,0.442085,-0.101069,-0.235812,0.180698,-0.0396757,0.125443,0.0653427,0.0176098,-0.00990508,-0.00102559,0.0744381,0.185795,-0.0711834,-0.185932,-0.365026
2.22043,-0.31976,0.0960947,-0.122227,-0.0625782,0.190145,-0.020593,-0.160893,-0.244962,0.145879,0.3566,0.177418,0.0514826,0.162143,-0.0473488,0.213915,0.0220669,0.439175,0.151234,-0.102681,0.226308,-0.142634,0.182928,0.0903396,0.185725,0.0372996,0.0269777,0.159809,0.327157,-0.115575,-0.246524,-0.0473167
2.33771,-0.334807,0.176684,-0.0877985,-0.0564465,0.145876,0.00434604,-0.135368,-0.375959,0.131113,0.367819,0.167184,-0.0381633,0.0675919,-0.148545,0.0976038,-0.0967019,0.405168,-0.176502,-0.236473,0.157494,0.327316,0.187627,-0.0116877,0.210174,-0.105471,-0.121486,0.0461042,0.251467,-0.206393,-0.239797,-0.126635
2.1631,-0.498935,0.00822306,-0.0402558,0.220538,0.303449,0.111068,-0.201236,-0.175214,0.129605,0.338815,0.253725,0.336939,0.179863,-0.165638,0.106394,0.0627424,0.387033,-0.0869285,-0.161417,0.202404,-0.124574,0.103825,0.0189413,0.0544042,0.0528328,-0.04069,0.0727165,-0.136644,-0.0616724,0.0792966,0.0606443
2.17743,-0.358296,-0.0379673,0.292535,0.411307,0.478226,0.576653,-0.129099,-0.328041,0.159673,0.360106,0.213107,0.00507417,0.0489243,-0.457177,0.0246574,-0.228921,0.43872,-0.172557,-0.308117,0.184055,0.0482956,0.163626,0.106501,0.0941265,0.0460556,-0.0769206,0.16331,0.086357,0.0326493,-0.143229,-0.12555
1.78529,-0.41891,0.273402,0.483585,0.446153,0.655813,0.314728,-0.191629,-0.292734,0.0777828,0.342703,0.0954822,-0.107327,0.0560417,-0.223018,0.0981572,0.0992534,0.442607,-0.0535021,-0.255404,0.288906,-0.116187,0.221482,0.0817137,0.110199,0.0127345,0.0847665,0.154885,0.235519,-0.0126168,-0.0515481,-0.0157325
2.23684,-0.382729,0.163659,-0.0127607,0.207546,0.336495,0.0302967,-0.11839,-0.247882,0.155057,0.360063,0.17677,-0.0311247,0.21058,-0.157921,0.0454812,-0.127445,0.382224,-0.158066,-0.308567,0.064626,-0.0579286,0.0176243,-0.109578,-0.213696,-0.151959,-0.209688,-0.0540908,0.0171972,-0.207166,-0.535589,-0.3939
2.22034,-0.305559,0.213262,-0.0963548,0.10366,0.384049,-0.00940868,-0.178779,-0.205485,0.162862,0.363833,0.101764,-0.0801628,0.121866,-0.192809,0.0230917,-0.152485,0.447656,0.0675049,-0.193547,0.202354,0.2249,0.0956376,0.00951128,-0.114218,-0.138561,-0.0253731,0.032031,-0.00976311,-0.0735406,-0.191218,-0.0736254
2.17795,-0.376416,0.0650893,0.0377527,0.301596,0.196439,0.169987,-0.196107,-0.426361,0.188753,0.36122,0.0332588,0.0224465,0.0187634,-0.0373106,0.0340869,-0.0491243,0.417241,-0.297984,-0.187593,0.14793,0.0783283,0.102925,-0.0334401,-0.0324439,-0.0116256,0.0136195,0.0386935,0.196112,-0.0267499,-0.251875,-0.316788
2.4874,-0.378466,-0.0578338,0.00638969,0.0764291,0.248575,-0.0745186,-0.0881157,-0.418279,0.203396,0.349219,0.100967,0.00111706,0.0793727,-0.16211,-0.00582731,0.0916372,0.378166,-0.102735,-0.311858,0.0865782,0.175954,0.0514532,-0.133215,0.220437,-0.208746,-0.149583,-0.0173682,0.0409412,-0.178301,-0.400362,-0.149996
2.43826,-0.515722,0.020131,0.0253999,0.00863624,0.326925,0.302642,-0.112595,-0.348624,0.0986387,0.365789,0.111388,0.0545073,0.0324524,-0.219104,0.0369656,-0.0484105,0.381762,-0.0247934,-0.149006,0.172544,-0.140366,0.130682,0.0309505,-0.0462307,-0.0124717,-0.0344665,0.143141,0.225317,-0.101796,-0.0616429,-0.123184
2.04925,-0.180359,0.148457,-0.0168032,0.228934,0.494983,-0.0631822,-0.132722,-0.355848,0.178147,0.364322,0.150271,0.0429482,0.153714,-0.36668,0.162793,0.0659774,0.393494,0.0342055,-0.281552,0.182057,0.102156,0.114051,0.0211307,-0.0960514,-0.00910339,-0.0907045,0.123133,-0.014447,-0.0941742,-0.0890282,-0.179148
2.51467,-0.417737,0.0468087,-0.151384,-0.14362,0.0485222,-0.300965,-0.0641021,-0.291529,0.148169,0.35312,0.268162,0.00426516,0.276317,-0.362147,0.164243,-0.0489741,0.437944,-0.104845,-0.23714,0.195398,0.0242661,0.232927,0.10654,-0.136207,0.00980692,0.151195,0.153057,0.0601528,-0.0842933,-0.219762,-0.188231
2.41397,-0.523499,0.0697515,-0.257387,0.0534992,0.260571,-0.0682624,-0.157302,-0.284545,0.154594,0.370262,0.14965,0.0246572,0.0517724,-0.200309,-0.0388856,-0.0964148,0.405917,-0.0901192,-0.168679,0.296286,-0.12797,0.123873,0.146441,0.088281,0.0417405,0.163462,0.146482,-0.0572266,-0.0440794,-0.137965,0.124605
