alpha,public,urban,healthcentre,primary,secondary,tertiary,logVisits,logVisitsPP_TB,log_ID_p_bldgspace,sigma,sigma_c,Ethiopia,Georgia,India,Kenya,Philippines
2.0838,-0.55394,0.0591072,0.305713,0.449284,0.724773,0.226912,-0.122332,-0.226924,0.142388,0.524856,0.117418,-0.0771189,0.0367916,-0.41905,0.143336,-0.0435516
1.76662,-0.258865,0.0133306,0.370917,0.763856,1.1435,1.0774,-0.20238,-0.348561,0.17667,0.579905,0.139788,-0.0616578,0.0830496,-0.421251,-0.0230589,-0.00127573
2.19338,-0.391044,0.0309512,0.0822256,0.269925,0.507705,-0.139462,-0.181967,-0.215953,0.143078,0.635898,0.0227382,-0.0195063,-0.000566296,-0.00519232,0.0372683,0.0315996
1.80215,-0.203909,0.0690247,-0.00910781,0.711256,0.755981,0.742517,-0.232784,-0.293935,0.168372,0.58738,0.0746843,0.0462628,-0.0376472,0.0427078,-0.0278994,-0.0183975
2.20767,-0.464425,-0.164832,0.0683167,0.569076,0.717617,0.100384,-0.0888331,-0.255359,0.223744,0.598952,0.251389,0.00835195,0.608964,-0.616355,0.0559825,0.0199827
2.50228,-0.643129,0.105992,-0.12971,0.0309637,0.369262,-0.134428,-0.168207,-0.390131,0.19256,0.550462,0.0993635,-0.0382558,0.0788378,-0.0389308,0.00393772,0.183433
2.37494,-0.497217,-0.0362043,-0.240067,0.0762916,0.125832,0.425302,-0.168338,-0.206967,0.0788642,0.633032,0.0774301,-0.0042818,0.161206,0.065655,0.0912783,0.075545
1.75447,-0.310977,-0.105905,0.416703,0.785814,1.01578,0.854134,-0.252617,-0.168283,0.0974847,0.571064,0.241224,0.106376,0.143826,-0.340033,0.26104,-0.127083
2.04982,-0.308143,-0.161171,0.2924,0.499561,0.970789,0.350977,-0.109342,-0.312104,0.181214,0.484528,0.225261,-0.093432,-0.0452775,-0.541866,0.167565,0.208251
1.84529,-0.375161,0.107909,0.312794,0.324784,0.694421,0.768682,-0.239096,-0.252111,0.144116,0.546224,0.0988444,-0.0686543,0.0746674,-0.118177,0.308792,-0.0737031
1.90162,-0.274834,0.0695052,0.234962,0.438204,0.456741,0.329667,-0.107523,-0.359073,0.205498,0.638659,0.145088,0.0430926,0.112224,-0.179178,0.345413,0.195743
1.56594,-0.298079,0.37809,0.35734,0.539377,0.736155,0.49742,-0.175342,-0.288588,0.0652342,0.625512,0.286386,0.155258,0.202554,-0.0150819,0.309235,0.152081
2.38361,-0.359141,-0.273613,0.00664564,0.367003,0.543654,0.529553,-0.129823,-0.445166,0.242436,0.566436,0.305902,-0.0153698,0.279213,-0.338977,0.237916,-0.0598829
2.33665,-0.508354,-0.0440637,-0.174519,0.168454,0.288856,0.0961284,-0.101209,-0.359443,0.223778,0.611557,0.206808,0.107463,0.515102,-0.334102,0.240904,0.0560588
1.97484,-0.411219,0.243615,0.176196,0.428561,0.621687,-0.0567017,-0.134172,-0.0109698,0.106378,0.560687,0.187669,0.105762,0.246079,-0.257461,0.121126,-0.137202
2.0232,-0.516827,0.150693,0.295687,0.331808,0.415975,0.0323342,-0.0855978,-0.436022,0.127172,0.582182,0.126115,0.0252865,-0.0732831,-0.13671,0.222,0.359314
2.14416,-0.455908,0.120229,0.0894229,0.469497,0.382101,0.116361,-0.139122,-0.31959,0.162528,0.670261,0.270532,-0.0200553,0.157393,-0.466136,0.186195,-0.14127
2.37104,-0.533377,-0.18795,0.277983,0.49164,0.740364,0.951881,-0.179057,-0.149657,0.134837,0.564194,0.238281,-0.204748,0.0712331,-0.276132,0.0810058,-0.38745
2.2021,-0.570942,0.00349116,-0.0184748,0.401806,0.487264,0.121585,-0.167296,-0.265747,0.182834,0.547436,0.241911,0.132067,0.0283242,-0.149756,0.0855671,0.172079
1.96117,-0.24726,0.240972,0.0809634,0.405677,0.489791,-0.0513784,-0.09604,-0.238677,0.174897,0.583457,0.138729,-0.110237,0.126323,-0.131125,-0.0769846,-0.0394454
1.88669,-0.373472,-0.00329215,0.321361,0.718758,0.63294,0.712004,-0.215004,-0.285906,0.173945,0.624977,0.212963,-0.0595993,0.207666,-0.321156,0.0181157,0.0763201
1.95473,-0.363795,0.218062,0.0737623,0.568922,0.602428,-0.0849699,-0.238629,-0.201577,0.166502,0.64413,0.0193641,-0.0143014,-0.00895288,-0.0165804,0.0139689,0.00897107
1.86964,-0.259754,0.137104,0.145962,0.672403,0.64888,0.565314,-0.202429,-0.221584,0.142852,0.6495,0.325348,0.185328,0.205893,-0.405498,0.102338,0.0883815
2.01728,-0.628452,0.129896,0.297416,0.338963,0.709488,0.718702,-0.161235,-0.195237,0.09872,0.644878,0.11897,-0.130559,0.162809,-0.0531981,0.247226,-0.0719704
1.66673,-0.470409,-0.00585511,0.555735,0.797999,0.937437,0.90438,-0.178744,-0.388049,0.168759,0.532897,0.214518,0.127348,0.273857,-0.178425,0.435285,0.287625
1.81809,-0.439166,0.212893,0.20076,0.349258,0.597802,0.373415,-0.11103,-0.255554,0.0947219,0.634044,0.251998,0.251129,0.276319,-0.384232,0.29873,0.199003
2.24435,-0.522978,-0.12491,0.241043,0.546989,0.385951,0.468589,-0.168748,-0.241763,0.161629,0.620908,0.0511116,-0.0116205,0.0452602,-0.0357641,0.0124684,-0.0444789
2.10502,-0.442741,-0.0731582,0.0668998,0.525258,0.397326,0.149235,-0.160774,-0.244475,0.19786,0.487545,0.272337,0.217919,0.337677,-0.0308812,0.150471,0.112536
2.0682,-0.275259,0.436311,-0.0418306,0.100271,0.323146,-0.0418694,-0.14521,-0.293383,0.116241,0.546859,0.14076,-0.0877246,0.0755457,-0.381367,-0.0718262,-0.0677845
1.99009,-0.317907,0.286147,0.233958,0.233534,0.332611,0.248005,-0.145685,-0.201714,0.169911,0.509802,0.268558,-0.129718,0.102931,-0.560788,0.197071,-0.0392794
2.30355,-0.597193,-0.0162721,0.0994662,0.253766,0.6367,0.153783,-0.20029,-0.349913,0.298833,0.590333,0.0877271,-0.0311462,0.0543796,-0.104165,0.12744,0.008603
2.12737,-0.219009,-0.0528894,-0.0502202,0.488017,0.346714,-0.119798,-0.104084,-0.375083,0.222449,0.516833,0.103018,0.0736482,0.224958,-0.162947,0.0561357,0.107278
2.22533,-0.49822,0.145096,-0.109963,0.240613,0.516315,0.355988,-0.209652,-0.14688,0.122794,0.563304,0.0731654,0.119247,-0.0241522,-0.0528728,-0.0459648,-0.0191992
2.11912,-0.398218,-0.25763,0.172223,0.350642,0.82154,0.55514,-0.158861,-0.235194,0.0683048,0.586858,0.291371,0.238587,0.268677,-0.386927,0.139906,0.135204
2.18957,-0.48166,0.266785,0.288792,0.306109,0.589521,0.222773,-0.252519,-0.207314,0.0677209,0.591181,0.269054,-0.231221,-0.110055,-0.461501,0.196476,-0.130257
1.46416,-0.164451,0.366749,0.060283,0.62988,1.00872,0.370658,-0.259479,-0.234957,0.116887,0.633898,0.0780848,0.138418,-0.00282779,-0.122947,-0.0218568,0.135804
2.17603,-0.42044,0.230339,-0.0478952,0.118504,0.314856,0.0502504,-0.157839,-0.345355,0.205513,0.612114,0.0792847,-0.0526821,0.104774,-0.162983,0.01313,0.0991615
1.86574,-0.322095,-0.0829153,0.410944,0.691747,1.08395,0.893132,-0.225941,-0.150845,0.157155,0.52321,0.172015,-0.264673,0.133776,-0.284412,-0.113157,-0.137888
2.47596,-0.618692,-0.111323,-0.0388432,0.411894,0.284397,0.234806,-0.0929035,-0.294292,0.122522,0.578158,0.0579561,-0.0123897,0.0639599,-0.13679,0.0242549,-0.0321973
2.0034,-0.0544563,0.0313914,0.000730246,0.495499,0.811425,0.314958,-0.174571,-0.254227,0.119638,0.663529,0.00834245,-0.00205919,0.0149054,-0.0131788,-0.000709143,0.00341769
1.86667,-0.367997,-6.46745e-05,0.320375,0.561885,0.677054,0.640692,-0.13856,-0.313346,0.078342,0.602897,0.182889,-0.0350201,0.192156,-0.228526,0.0934039,0.098293
2.08049,-0.397691,0.201178,-0.0727223,0.468861,0.166668,-0.249863,-0.109857,-0.21085,0.215839,0.580455,0.07458,-0.0849653,0.104047,-0.181966,-0.00102247,0.135096
2.06318,-0.419013,-0.0818825,0.372285,0.590055,0.812618,0.199438,-0.127436,-0.292096,0.107476,0.674443,0.0873221,0.0438805,0.0846318,-0.175565,-0.023205,0.0678178
2.24071,-0.432263,0.104366,-0.0521717,0.170941,0.4154,0.489176,-0.186947,-0.243651,0.124291,0.543877,0.206431,-0.0580484,-0.0259045,-0.0709161,0.171126,-0.133822
2.11307,-0.420692,-0.139664,0.187324,0.706513,0.680727,0.179203,-0.166463,-0.218098,0.0683887,0.539615,0.149581,0.0681999,0.132769,-0.135061,0.0185507,-0.00106722
2.04701,-0.341065,0.315849,0.161939,0.29848,0.321207,0.172042,-0.139102,-0.264247,0.195174,0.532007,0.20122,-0.140057,0.158884,-0.436897,0.111566,-0.142406
2.10382,-0.504596,0.0560621,0.242831,0.426603,0.470954,0.00846281,-0.0660595,-0.34748,0.177267,0.530235,0.248576,-0.0481417,0.18095,-0.310955,0.230553,0.215967
2.11018,-0.480828,0.0850997,0.0703542,0.541356,0.573551,0.396607,-0.168133,-0.233713,0.0907817,0.503439,0.0444869,0.0297883,-0.0626582,-0.0476248,-0.0159423,0.0123715
2.35966,-0.435131,-0.126673,0.304873,0.223531,0.172012,0.204239,-0.0257183,-0.298089,0.188035,0.589753,0.139636,0.116331,0.218556,-0.317489,0.0896573,0.233762
1.84454,-0.260971,-0.00222531,0.282926,0.666709,0.704663,0.532238,-0.304155,-0.229508,0.228176,0.676141,0.0396129,-0.00399202,-0.00669459,0.0167291,-0.0532707,0.00288943
2.25508,-0.496306,-0.0704861,0.0289609,0.247841,0.357825,0.337564,-0.154682,-0.330059,0.143453,0.536611,0.131365,-0.00736373,0.234857,-0.185998,0.0781164,0.0587765
1.74274,-0.39276,0.128332,0.368541,0.58962,0.707896,0.194703,-0.189091,-0.259744,0.124653,0.631284,0.00429643,0.00185504,0.00344544,-0.00763677,0.00365939,-0.00155089
1.886,-0.359128,0.268823,0.169599,0.441141,0.55795,0.534127,-0.247947,-0.188006,0.110938,0.566874,0.101792,0.0702507,0.0952863,-0.157413,-0.00711231,-0.0637232
2.52504,-0.704166,-0.0753718,0.128217,0.504327,0.466722,0.0968036,-0.140869,-0.302227,0.226755,0.609426,0.19061,-0.304909,0.0832736,-0.286982,-0.0233851,-0.170767
2.40856,-0.475454,-0.0162647,-0.0783936,0.0366016,0.441471,0.297908,-0.0744405,-0.326808,0.163901,0.534938,0.117156,-0.025396,0.206296,-0.260119,0.0379876,0.0449511
1.84018,-0.37253,0.145955,0.447417,0.544264,0.661889,0.493348,-0.162943,-0.344332,0.133301,0.592303,0.0464745,-0.0360771,0.0871452,-0.041596,0.0704517,0.024008
2.71597,-0.557723,-0.291357,-0.277413,0.190136,0.216697,0.191517,-0.110247,-0.341642,0.165107,0.639704,0.322835,0.32777,-0.0706203,-0.323258,0.125865,0.00575824
1.92775,-0.393188,-0.285894,0.438353,0.933402,0.861537,0.754108,-0.231328,-0.320109,0.221246,0.600662,0.141414,0.035219,0.186695,-0.162183,0.158267,0.092133
1.97694,-0.0975208,-0.0339187,0.219648,0.609929,0.366154,0.365205,-0.0461334,-0.332946,0.21254,0.601883,0.113876,-0.126498,0.211989,-0.299178,0.0679696,-0.00802035
2.07661,-0.470757,0.0233285,0.280734,0.685808,0.688568,0.650955,-0.125716,-0.212081,0.126708,0.542831,0.157578,-0.0677217,0.118814,-0.19102,0.185744,0.0286256
2.04586,-0.462236,-0.0163648,0.165322,0.505535,0.594866,0.644633,-0.205749,-0.290704,0.134814,0.542318,0.0262698,-0.0147159,0.0479107,-0.0345509,-0.0046069,-0.0344952
1.71014,-0.285781,0.0372859,0.35394,0.573414,1.00182,0.871108,-0.258673,-0.168934,0.18634,0.52998,0.133765,-0.0101831,0.0911952,-0.188607,0.175379,0.00969882
1.94875,-0.374087,0.0552408,0.178295,0.418423,0.603483,0.473065,-0.197386,-0.207172,0.169743,0.619177,0.10643,0.0442862,0.141383,-0.170824,0.0897717,0.0613912
2.06863,-0.477624,0.0417231,0.217245,0.473356,0.574617,0.166833,-0.164355,-0.291089,0.16661,0.54211,0.146892,0.0338039,0.168994,-0.192955,-0.0819992,0.149233
1.78546,-0.283853,0.315287,-0.0154539,0.551982,0.493281,0.213157,-0.240419,-0.254362,0.12198,0.597038,0.185584,-0.00981097,0.122562,-0.231416,0.216348,0.232512
2.02249,-0.338929,0.0850501,0.147803,0.367193,0.481083,0.434788,-0.103465,-0.341368,0.153456,0.572197,0.0968384,-0.043667,0.0742049,-0.241408,0.0433114,0.10091
2.01114,-0.587889,0.14057,0.387828,0.462812,0.624996,0.481952,-0.228619,-0.164495,0.088488,0.545597,0.126912,0.164174,-0.0242333,-0.368296,0.0516275,-0.0118385
2.23135,-0.388841,-0.0053686,-0.0238123,0.324798,0.628935,-0.0272494,-0.101247,-0.326107,0.211814,0.588009,0.123506,0.0333207,0.22278,-0.420129,-0.0467489,-0.0673085
1.83484,-0.239697,-0.114166,0.378268,0.624165,0.80268,0.517876,-0.139039,-0.364664,0.119117,0.500034,0.205435,-0.0495845,0.2641,-0.418074,0.0274099,0.231634
2.11449,-0.474165,-0.112485,0.195566,0.565361,0.627271,0.68175,-0.114741,-0.32299,0.132637,0.563132,0.0178511,0.00874664,0.0297916,-0.0263656,0.0155857,-0.000924187
2.0819,-0.399545,0.0256763,0.287827,0.441775,0.447782,0.543165,-0.169893,-0.113767,0.220882,0.540467,0.104366,0.0165149,0.158693,-0.203751,0.0571502,-0.0772104
2.17716,-0.298714,0.119179,0.108808,0.180867,0.18407,0.120145,-0.123779,-0.360458,0.125294,0.57867,0.0875318,-0.0891964,0.00844651,-0.178707,-0.0355524,0.0942891
2.10619,-0.471964,-0.116387,0.123247,0.423411,0.709444,0.671522,-0.108099,-0.348911,0.173135,0.544463,0.132089,0.0766569,0.231503,-0.344151,0.109135,0.019744
1.96982,-0.407693,-0.0197405,0.425088,0.59364,0.87329,0.283874,-0.222388,-0.395156,0.115785,0.59344,0.0497781,0.0346272,0.0261823,-0.0688513,0.0188133,0.0397051
1.98353,-0.378989,0.228284,0.138987,0.586069,0.393329,0.286942,-0.13158,-0.227895,0.15694,0.627611,0.0254922,0.0152747,-0.0119866,-0.0373785,0.024199,0.0173899
2.45198,-0.475706,-0.0111599,0.193966,0.344893,0.627383,-0.0204868,-0.115,-0.393267,0.22999,0.542764,0.358824,-0.445361,0.0996732,-0.642545,-0.0548812,0.0901309
1.84591,-0.550484,0.0234833,0.54132,0.759783,0.876282,0.786398,-0.186283,-0.127565,0.116774,0.598937,0.168521,0.0738237,0.209589,-0.351442,0.120288,0.118582
2.18349,-0.502642,0.0250239,-0.18755,0.363524,0.479516,0.428704,-0.19008,-0.229188,0.135106,0.649413,0.0574172,0.05998,0.0893306,-0.0565679,0.0144007,0.0742396
1.80646,-0.285958,0.0804126,0.0954559,0.710171,0.501193,0.491257,-0.247612,-0.438595,0.239735,0.555806,0.0862406,0.0623757,0.0650506,-0.108774,0.145604,0.00553342
1.89066,-0.397146,0.151305,0.143692,0.493481,0.453406,0.26667,-0.149021,-0.203468,0.157897,0.558584,0.117231,0.0115997,0.0563729,-0.12506,0.0249159,0.129274
1.75279,-0.102077,0.345486,0.325974,0.547694,0.763205,0.343448,-0.208886,-0.174932,0.157238,0.61757,0.254657,-0.253046,0.244199,-0.442011,-0.00659605,-0.0439724
1.81945,-0.147796,0.134438,0.0270505,0.627258,0.566771,0.242247,-0.164418,-0.347088,0.215861,0.611391,0.123682,0.184296,0.11824,-0.29451,0.191988,0.0528076
1.66456,-0.168339,0.00575124,0.322689,0.699481,0.877162,0.737751,-0.244176,-0.190175,0.212435,0.509341,0.222088,0.0430383,0.345134,-0.298829,0.297457,-0.00177886
2.08982,-0.345578,-0.0160881,0.100998,0.321672,0.215222,0.179671,-0.101995,-0.308571,0.199696,0.530791,0.153073,-0.0130963,0.132582,-0.240423,0.225456,0.0631506
2.2116,-0.378903,0.083915,-0.219475,0.402238,0.513257,0.194103,-0.103313,-0.478416,0.20042,0.57918,0.00186047,-0.000539355,-0.0032117,0.000159889,-0.000911777,-0.00277472
2.07586,-0.33229,-0.0432806,0.178775,0.282415,0.867345,0.428461,-0.176627,-0.293399,0.138806,0.628402,0.0474388,-0.0415728,-0.0284499,-0.0225852,-0.0410967,-0.00177523
2.52422,-0.484602,0.00144834,-0.244988,0.343888,0.0483391,-0.22227,-0.104238,-0.276995,0.210258,0.614103,0.122913,-0.0196326,0.0120401,-0.202086,0.0411689,0.0595281
2.13283,-0.462295,0.059877,0.139294,0.248138,0.561008,0.110314,-0.0743389,-0.372612,0.165335,0.567488,0.18282,-0.0265851,0.115969,-0.464158,0.109035,0.0725777
1.93223,-0.520611,0.221922,0.117167,0.198485,0.540782,0.133863,-0.146135,-0.288868,0.208889,0.600704,0.182445,-0.0531941,0.412041,-0.259352,0.264127,0.214396
2.25523,-0.66525,-0.0989915,0.626023,0.684387,0.79755,0.512702,-0.164173,-0.200104,0.101848,0.563238,0.17956,-0.0235636,-0.0983265,-0.340581,0.0313961,0.0129246
1.81318,-0.323964,0.111421,0.397566,0.33594,0.654717,0.241412,-0.124285,-0.232605,0.0825837,0.55591,0.216212,0.028477,0.270259,-0.120192,0.26783,0.314208
2.33388,-0.526976,-0.349158,0.0819798,0.432424,0.570831,0.476547,-0.158541,-0.283001,0.13205,0.575698,0.223803,0.257365,0.166796,-0.212352,0.0324521,-0.0529887
2.27228,-0.667578,-0.0321934,0.19785,0.210457,0.327427,0.310722,-0.172799,-0.256496,0.264991,0.646761,0.362121,-0.140789,0.477004,-0.236729,0.124718,0.00218459
2.20587,-0.397982,0.0082969,0.127642,0.324954,0.370763,0.171247,-0.0784601,-0.260346,0.175914,0.526566,0.130341,-0.190723,0.168677,-0.238163,-0.0759485,0.106364
1.76957,-0.548273,-0.188086,0.56766,0.945101,1.15428,1.08602,-0.235721,-0.26875,0.126123,0.605287,0.0423113,0.0189054,0.0353218,-0.00383251,0.00983027,0.0178129
1.90158,-0.42484,0.0787502,0.185126,0.639258,1.05364,0.205384,-0.165191,-0.235217,0.143796,0.626144,0.120198,0.00477427,0.0471617,-0.0729433,0.0411318,-0.0413737
1.88762,-0.26619,0.180955,0.0747081,0.434035,0.630878,0.36425,-0.166471,-0.27813,0.127063,0.59679,0.0302981,-0.00220744,0.00624471,0.00214454,0.0232296,-0.0202884
2.51319,-0.359168,-0.102024,-0.126022,0.167199,0.323963,-0.110708,-0.0155924,-0.332031,0.230185,0.575753,0.382137,-0.0880063,0.347662,-0.552368,-0.060131,0.0420952
2.41373,-0.607798,0.0978306,0.0229439,-0.0170653,0.316916,-0.306754,-0.139441,-0.453024,0.0970661,0.558691,0.0586686,0.0510196,-0.0797871,-0.0575374,0.0172171,0.0929973
1.64412,-0.228115,0.0428481,0.298329,0.795646,0.805054,0.434037,-0.19081,-0.299038,0.138163,0.4921,0.182686,0.185762,0.248314,-0.239336,0.13402,0.0555373
1.91763,-0.238929,0.21479,0.0231187,0.182017,0.216839,-0.0504241,-0.0829297,-0.368928,0.212249,0.612423,0.23366,-0.0183734,0.361016,-0.389701,0.322787,0.326031
2.02196,-0.41836,-0.21245,0.0670164,0.701935,0.604792,0.755732,-0.338307,-0.296387,0.221984,0.657916,0.120505,0.183286,0.0245224,-0.195439,0.0914341,0.0235658
2.58565,-0.547105,-0.0177131,-0.0103609,0.149377,0.288721,-0.200064,-0.103608,-0.246686,0.170625,0.529695,0.0965075,-0.00941574,-0.164724,-0.241747,0.162932,0.0280306
2.2596,-0.401178,0.0852703,-0.0293633,0.432783,0.435188,0.170419,-0.115106,-0.349866,0.163195,0.480109,0.192958,-0.0917639,0.0886554,-0.344966,0.0294968,-0.151764
2.21458,-0.325635,0.219929,-0.104017,0.288125,0.166605,0.0682244,-0.121314,-0.429025,0.150614,0.583216,0.13247,-0.102015,0.0454429,-0.223069,0.0848398,0.041009
1.94682,-0.368287,0.14206,0.119818,0.669425,0.617438,0.459958,-0.202757,-0.353196,0.12615,0.56541,0.148895,-0.151554,-0.031212,-0.230821,-0.0420671,-0.250952
2.26367,-0.295191,0.056146,0.0223989,0.546455,0.427322,0.170643,-0.161485,-0.276045,0.225295,0.586587,0.134358,-0.0824794,0.0866036,-0.17841,0.0107943,-0.0728674
2.494,-0.499235,-0.0461221,-0.167762,0.114245,0.193077,0.413298,-0.167313,-0.278671,0.0896388,0.551254,0.103596,0.115276,0.0236484,-0.249477,0.108253,-0.0864489
1.69769,-0.283676,0.0709447,0.320607,0.593413,1.02031,0.201585,-0.169822,-0.154415,0.254771,0.538157,0.685349,0.205718,0.662263,-0.29487,0.207029,0.258822
2.20027,-0.437473,0.208174,0.0588014,0.390826,0.411055,-0.192833,-0.130798,-0.373501,0.167986,0.585941,0.133994,-0.0386653,0.0198844,-0.263742,0.0687365,0.0281139
2.45374,-0.627008,0.130684,0.00921432,0.0299326,0.0663879,-0.0113778,-0.0275162,-0.343435,0.147542,0.552597,0.162192,0.0413277,0.204057,-0.195991,0.0434815,0.246607
1.92598,-0.335025,0.123754,0.287156,0.366164,0.711805,0.0153199,-0.162661,-0.277937,0.128855,0.586363,0.162669,0.0285564,0.285489,-0.302881,0.273971,0.182321
1.92522,-0.450408,-0.0850246,0.187477,0.671286,0.896876,0.465934,-0.209738,-0.306954,0.101612,0.548862,0.25284,0.162373,0.0409991,-0.0964322,0.0179721,0.143923
1.81291,-0.326635,0.198718,0.101509,0.419783,0.577494,0.133651,-0.106075,-0.331019,0.174443,0.48534,0.178049,0.0205587,0.262642,-0.22066,0.218167,0.19054
2.29676,-0.46472,0.119782,-0.123868,0.15271,0.249336,-0.175798,-0.178873,-0.391342,0.216298,0.560511,0.192698,-0.132952,0.043489,-0.387497,0.296148,0.13187
2.41996,-0.510593,-0.0217573,-0.0628818,0.486011,0.346382,-0.134729,-0.142801,-0.216044,0.170117,0.617076,0.057843,0.0791795,0.0321874,-0.182545,-0.0440349,-0.0155907
2.25051,-0.451843,-0.1277,0.272382,0.393652,0.411738,0.381998,-0.159299,-0.25401,0.214011,0.590727,0.161647,-0.080306,0.202967,-0.20245,0.176052,-0.0791176
2.51565,-0.676633,-0.122711,0.243499,0.408811,0.564709,0.567863,-0.137074,-0.172085,0.121019,0.62859,0.142968,-0.176501,0.0603376,-0.2159,0.0558914,-0.066464
1.73955,-0.321228,0.0443405,0.38828,0.614786,1.01102,0.430634,-0.240356,-0.228923,0.0375834,0.599968,0.0929464,0.0404734,0.055179,-0.128705,0.0973827,0.025024
2.13455,-0.362196,-0.279162,0.217543,0.711164,0.777688,0.527551,-0.165966,-0.283524,0.171827,0.571615,0.106632,-0.000704945,0.085816,-0.272288,0.134479,0.0721256
2.10811,-0.54096,-0.0247678,0.287904,0.556386,0.541966,0.385437,-0.1805,-0.349032,0.12736,0.533504,0.0877962,-0.0145534,-0.0626738,-0.0421784,0.111842,0.113998
1.86757,-0.323174,0.101743,0.0154817,0.329465,0.715374,0.0579639,-0.183604,-0.266512,0.136475,0.566393,0.228521,0.161897,0.346032,-0.236225,0.285719,0.0550114
2.24684,-0.355799,0.0748724,0.0356339,0.553751,0.315689,0.0683424,-0.111141,-0.32686,0.193129,0.546112,0.243607,-0.122497,0.0225598,-0.425804,-0.0612308,-0.0654854
2.32645,-0.371279,-0.20025,0.179905,0.522427,0.524313,0.34575,-0.0631134,-0.381191,0.210476,0.552162,0.411999,-0.33351,0.175134,-0.830799,-0.042561,0.0871549
1.88039,-0.405624,0.190219,0.110528,0.538744,0.644038,0.590268,-0.277699,-0.161725,0.10343,0.563393,0.102245,-0.0346445,0.0816925,-0.239574,0.131215,-0.0206401
1.94341,-0.299981,0.167595,0.111648,0.492178,0.500243,0.0892102,-0.163277,-0.24906,0.233911,0.559954,0.107008,0.0601294,0.12835,-0.100368,0.0490068,-0.126906
2.00791,-0.46115,0.139829,0.449651,0.537116,0.614585,0.465731,-0.139967,-0.238187,0.178595,0.521661,0.122202,-0.133013,0.105126,-0.158643,-0.0320536,-0.154871
2.00376,-0.402754,0.0939802,0.225474,0.467486,0.58826,0.153841,-0.132252,-0.229142,0.203701,0.568546,0.177644,-0.158581,0.127775,-0.512818,0.0496736,0.100866
2.29217,-0.619154,0.162866,-0.0263379,0.278432,0.385775,0.117051,-0.179727,-0.131483,0.107472,0.563633,0.157521,0.0798676,-0.059318,-0.217254,-0.00151409,0.089077
2.34303,-0.379285,0.15027,-0.396274,0.185432,0.0417098,0.142584,-0.181684,-0.415486,0.107622,0.552932,0.0251137,-0.0128457,0.0157125,0.0212809,0.031342,-0.0230342
1.95727,-0.319487,0.140351,0.0821406,0.613794,0.654259,0.245043,-0.206428,-0.32516,0.209847,0.542805,0.00397029,-0.00360588,-0.00211649,-0.00367446,0.00376804,-0.00698826
2.21247,-0.303277,0.251782,-0.124008,0.305801,0.252736,-0.285954,-0.148285,-0.323763,0.126941,0.60536,0.111021,-0.0314303,-0.0525407,-0.158076,0.042672,0.0335952
2.25939,-0.416436,-0.0798869,0.402915,0.491124,0.757642,0.297057,-0.0503244,-0.330493,0.107635,0.518624,0.274298,-0.153925,0.00677572,-0.653422,-0.208565,0.0774181
2.17629,-0.340898,0.119398,0.108044,0.743247,0.591257,0.371983,-0.181011,-0.221718,0.183421,0.583502,0.265653,-0.0936883,-0.162319,-0.618993,-0.214824,-0.412693
1.75509,-0.481855,0.099075,0.245586,0.613651,0.784917,0.582825,-0.18177,-0.262218,0.229068,0.545593,0.45575,-0.199776,0.501358,-0.203127,0.46506,0.18194
